osmid,y,x,street_count,highway,railway,junction,geometry
455442991,51.6814369,39.0309739,1,,,,POINT (39.0309739 51.6814369)
455445078,51.6773054,39.0301305,4,,,,POINT (39.0301305 51.6773054)
455447632,51.6705293,39.0360595,4,,,,POINT (39.0360595 51.6705293)
455448208,51.6695738,39.0370289,3,,,,POINT (39.0370289 51.6695738)
455448210,51.6683494,39.037622,3,,,,POINT (39.037622 51.6683494)
455448217,51.6650614,39.0391796,3,,,,POINT (39.0391796 51.6650614)
455448218,51.6642151,39.0396026,3,,,,POINT (39.0396026 51.6642151)
455448354,51.6586657,39.0390915,3,,,,POINT (39.0390915 51.6586657)
455448385,51.6524186,39.0432693,3,traffic_signals,,,POINT (39.0432693 51.6524186)
455477610,51.6739859,39.0493067,1,,,,POINT (39.0493067 51.6739859)
455507655,51.6603659,39.2057202,4,,,,POINT (39.2057202 51.6603659)
455510271,51.6908319,39.1648647,3,,,,POINT (39.1648647 51.6908319)
455553622,51.7085995,39.140393,3,,,,POINT (39.140393 51.7085995)
455562303,51.708474,39.1390267,3,,,,POINT (39.1390267 51.708474)
455570130,51.7015378,39.156354,4,traffic_signals,,,POINT (39.156354 51.7015378)
456772482,51.7167835,39.1671712,3,,,,POINT (39.1671712 51.7167835)
456781899,51.6512384,39.0640683,3,,,,POINT (39.0640683 51.6512384)
456781903,51.6514698,39.0638102,3,,,,POINT (39.0638102 51.6514698)
456782336,51.6517507,39.0638054,3,,,,POINT (39.0638054 51.6517507)
457316396,51.6972979,39.2078786,3,,,,POINT (39.2078786 51.6972979)
457864422,51.6935085,39.0330374,3,,,,POINT (39.0330374 51.6935085)
457864428,51.6938733,39.0349585,3,,,,POINT (39.0349585 51.6938733)
457864473,51.6953547,39.0343029,1,,,,POINT (39.0343029 51.6953547)
457864539,51.6923852,39.0363146,1,,,,POINT (39.0363146 51.6923852)
457870660,51.6510825,39.06409,3,,,,POINT (39.06409 51.6510825)
457870664,51.6506749,39.063728,3,,,,POINT (39.063728 51.6506749)
457874210,51.656685,39.0629289,3,,,,POINT (39.0629289 51.656685)
457874212,51.6579053,39.0629485,4,,,,POINT (39.0629485 51.6579053)
457874223,51.6631545,39.0618169,3,,,,POINT (39.0618169 51.6631545)
457874224,51.6641421,39.0609697,3,,,,POINT (39.0609697 51.6641421)
457875557,51.6653425,39.0598053,3,,,,POINT (39.0598053 51.6653425)
457875559,51.6660455,39.0583765,3,,,,POINT (39.0583765 51.6660455)
457877223,51.6667577,39.0574524,3,,,,POINT (39.0574524 51.6667577)
457878240,51.6599022,39.0515857,3,,,,POINT (39.0515857 51.6599022)
457878723,51.6684666,39.0500322,3,,,,POINT (39.0500322 51.6684666)
457878725,51.6678562,39.0449794,4,,,,POINT (39.0449794 51.6678562)
457878781,51.6657866,39.0385717,3,,,,POINT (39.0385717 51.6657866)
457879016,51.6688857,39.0411055,4,,,,POINT (39.0411055 51.6688857)
457879019,51.6693946,39.0442753,4,,,,POINT (39.0442753 51.6693946)
457879022,51.6699283,39.047559,3,,,,POINT (39.047559 51.6699283)
457879264,51.6712541,39.0402454,4,,,,POINT (39.0402454 51.6712541)
457879266,51.6717166,39.0433299,3,,,,POINT (39.0433299 51.6717166)
457880320,51.6701927,39.040639,3,,,,POINT (39.040639 51.6701927)
457892438,51.6704985,39.0474475,3,,,,POINT (39.0474475 51.6704985)
457892595,51.6701863,39.0505676,3,,,,POINT (39.0505676 51.6701863)
457893899,51.6822255,39.0671935,3,,,,POINT (39.0671935 51.6822255)
457893901,51.6829263,39.0678081,3,,,,POINT (39.0678081 51.6829263)
457893904,51.6835853,39.0673978,3,,,,POINT (39.0673978 51.6835853)
457894072,51.6845979,39.0650276,3,,,,POINT (39.0650276 51.6845979)
457894074,51.6856695,39.062833,3,,,,POINT (39.062833 51.6856695)
457895387,51.6860669,39.0588696,3,,,,POINT (39.0588696 51.6860669)
457895389,51.6860785,39.0584297,1,,,,POINT (39.0584297 51.6860785)
457895449,51.6863414,39.0617367,2,,,,POINT (39.0617367 51.6863414)
457897335,51.6810944,39.0748978,4,,,,POINT (39.0748978 51.6810944)
457898011,51.6817044,39.0756758,4,,,,POINT (39.0756758 51.6817044)
457898012,51.6821361,39.0761622,3,,,,POINT (39.0761622 51.6821361)
457898014,51.6838909,39.0770719,3,,,,POINT (39.0770719 51.6838909)
457898015,51.6852126,39.0779307,3,,,,POINT (39.0779307 51.6852126)
457898016,51.6865673,39.0790354,3,,,,POINT (39.0790354 51.6865673)
457898514,51.6818002,39.0881519,3,,,,POINT (39.0881519 51.6818002)
457898516,51.6806388,39.0936469,3,,,,POINT (39.0936469 51.6806388)
457898518,51.6805052,39.0946303,3,,,,POINT (39.0946303 51.6805052)
457898867,51.6895238,39.1032948,4,traffic_signals,,,POINT (39.1032948 51.6895238)
457898868,51.6895966,39.1033909,4,traffic_signals,,,POINT (39.1033909 51.6895966)
457898871,51.6833882,39.0974156,3,,,,POINT (39.0974156 51.6833882)
457898873,51.6795461,39.093742,3,,,,POINT (39.093742 51.6795461)
457898894,51.6759192,39.0929428,3,,,,POINT (39.0929428 51.6759192)
457903241,51.687266,39.079557,3,,,,POINT (39.079557 51.687266)
457903244,51.6880756,39.0801777,3,,,,POINT (39.0801777 51.6880756)
457903932,51.6956018,39.0884783,4,,,,POINT (39.0884783 51.6956018)
457903933,51.6956702,39.0885582,3,,,,POINT (39.0885582 51.6956702)
457906182,51.6811263,39.0385625,3,,,,POINT (39.0385625 51.6811263)
457906185,51.6801882,39.0341572,4,,,,POINT (39.0341572 51.6801882)
457906274,51.6791291,39.0347633,3,,,,POINT (39.0347633 51.6791291)
457906286,51.6780816,39.0300636,3,,,,POINT (39.0300636 51.6780816)
457924562,51.6757864,39.0747065,3,,,,POINT (39.0747065 51.6757864)
458174228,51.7272392,39.0298665,3,,,,POINT (39.0298665 51.7272392)
458397723,51.6460827,39.0606365,3,,,,POINT (39.0606365 51.6460827)
458397793,51.6399703,39.0551047,3,,,,POINT (39.0551047 51.6399703)
458400407,51.6294148,39.0404902,3,,,,POINT (39.0404902 51.6294148)
458427611,51.6441625,39.2671968,3,,,,POINT (39.2671968 51.6441625)
458427619,51.6414879,39.2725798,3,,,,POINT (39.2725798 51.6414879)
458429479,51.6442014,39.274069,1,,,,POINT (39.274069 51.6442014)
458434509,51.63668,39.2731947,3,,,,POINT (39.2731947 51.63668)
458440584,51.6502328,39.234517,1,,,,POINT (39.234517 51.6502328)
458440586,51.6531645,39.2356754,4,,,,POINT (39.2356754 51.6531645)
458440587,51.6540712,39.2366206,3,,,,POINT (39.2366206 51.6540712)
458440590,51.6505499,39.2345801,3,,,,POINT (39.2345801 51.6505499)
458440592,51.6502275,39.2357046,3,,,,POINT (39.2357046 51.6502275)
458440594,51.6492585,39.2355428,1,,,,POINT (39.2355428 51.6492585)
458440596,51.646576,39.2392506,4,traffic_signals,,,POINT (39.2392506 51.646576)
458446055,51.6500302,39.2364073,3,,,,POINT (39.2364073 51.6500302)
458446056,51.6506999,39.2366794,3,,,,POINT (39.2366794 51.6506999)
458446057,51.6518998,39.2372573,3,,,,POINT (39.2372573 51.6518998)
458446058,51.6525647,39.2375534,4,,,,POINT (39.2375534 51.6525647)
458446063,51.6532734,39.238277,3,,,,POINT (39.238277 51.6532734)
458454757,51.6534407,39.2345862,1,,,,POINT (39.2345862 51.6534407)
458455820,51.6519524,39.2395489,3,,,,POINT (39.2395489 51.6519524)
458457994,51.6297808,39.2619142,4,,,,POINT (39.2619142 51.6297808)
458457996,51.6292787,39.2759436,3,,,,POINT (39.2759436 51.6292787)
458458006,51.6299974,39.2762694,3,,,,POINT (39.2762694 51.6299974)
458458105,51.6379966,39.2648353,3,,,,POINT (39.2648353 51.6379966)
458458109,51.6378536,39.26425,3,traffic_signals,,,POINT (39.26425 51.6378536)
458458114,51.637261,39.2702681,3,,,,POINT (39.2702681 51.637261)
458458135,51.6296572,39.2866725,3,,,,POINT (39.2866725 51.6296572)
458458137,51.6296891,39.2849811,3,,,,POINT (39.2849811 51.6296891)
458458172,51.6316868,39.2874342,3,,,,POINT (39.2874342 51.6316868)
458694871,51.6650287,39.2482575,3,,,,POINT (39.2482575 51.6650287)
458694906,51.654993,39.243769,3,,,,POINT (39.243769 51.654993)
458694912,51.6543665,39.2472518,3,,,,POINT (39.2472518 51.6543665)
458694927,51.6465527,39.2394032,4,traffic_signals,,,POINT (39.2394032 51.6465527)
458715630,51.6483403,39.1716457,3,,,,POINT (39.1716457 51.6483403)
459095520,51.6991789,39.1542501,4,,,,POINT (39.1542501 51.6991789)
459095521,51.6992661,39.1566002,4,,,,POINT (39.1566002 51.6992661)
459095524,51.6989663,39.1487566,3,,,,POINT (39.1487566 51.6989663)
459095529,51.7019708,39.165933,3,,,,POINT (39.165933 51.7019708)
459095530,51.7020206,39.1670851,3,,,,POINT (39.1670851 51.7020206)
459095532,51.7020752,39.1683346,4,,,,POINT (39.1683346 51.7020752)
459095536,51.7017579,39.1612236,3,,,,POINT (39.1612236 51.7017579)
459095537,51.7016602,39.158854,3,,,,POINT (39.158854 51.7016602)
459095538,51.701791,39.1623403,3,,,,POINT (39.1623403 51.701791)
459095540,51.7015937,39.1576656,3,,,,POINT (39.1576656 51.7015937)
459095541,51.7014823,39.1550982,3,,,,POINT (39.1550982 51.7014823)
459095543,51.7014316,39.1539513,3,,,,POINT (39.1539513 51.7014316)
459095545,51.7013846,39.152859,3,,,,POINT (39.152859 51.7013846)
459095556,51.7009447,39.1486807,3,,,,POINT (39.1486807 51.7009447)
459095557,51.7013249,39.1516737,3,,,,POINT (39.1516737 51.7013249)
459095560,51.6942305,39.1609226,4,,,,POINT (39.1609226 51.6942305)
459095561,51.6942894,39.1621161,3,,,,POINT (39.1621161 51.6942894)
459095563,51.694174,39.1597755,4,,,,POINT (39.1597755 51.694174)
459095565,51.6941171,39.1586114,4,,,,POINT (39.1586114 51.6941171)
459095567,51.6939924,39.1560024,4,,,,POINT (39.1560024 51.6939924)
459095569,51.6939385,39.154851,4,,,,POINT (39.154851 51.6939385)
459095571,51.693885,39.1537089,4,,,,POINT (39.1537089 51.693885)
459095572,51.6938309,39.1525539,4,,,,POINT (39.1525539 51.6938309)
459095575,51.693778,39.1514225,4,,,,POINT (39.1514225 51.693778)
459095576,51.693739,39.1502437,4,,,,POINT (39.1502437 51.693739)
459095577,51.6937247,39.1492275,4,traffic_signals,,,POINT (39.1492275 51.6937247)
459095579,51.6966443,39.1498484,4,,,,POINT (39.1498484 51.6966443)
459095580,51.6966992,39.1510522,4,,,,POINT (39.1510522 51.6966992)
459095581,51.696751,39.1521973,4,,,,POINT (39.1521973 51.696751)
459095583,51.6968036,39.1533561,4,,,,POINT (39.1533561 51.6968036)
459095584,51.6968557,39.1545043,4,,,,POINT (39.1545043 51.6968557)
459095585,51.6969084,39.1556665,3,,,,POINT (39.1556665 51.6969084)
459095587,51.697042,39.158259,4,,,,POINT (39.158259 51.697042)
459095588,51.6970933,39.1594232,4,,,,POINT (39.1594232 51.6970933)
459095589,51.6971438,39.1605738,4,,,,POINT (39.1605738 51.6971438)
459095591,51.6972068,39.16179,4,,,,POINT (39.16179 51.6972068)
459095592,51.6972659,39.1629319,4,,,,POINT (39.1629319 51.6972659)
459095593,51.6973256,39.1641042,4,traffic_signals,,,POINT (39.1641042 51.6973256)
459095595,51.697379,39.1654952,3,,,,POINT (39.1654952 51.697379)
459095596,51.6975392,39.1688537,4,,,,POINT (39.1688537 51.6975392)
459095601,51.6986181,39.1663171,3,,,,POINT (39.1663171 51.6986181)
459095603,51.6986482,39.1675096,3,,,,POINT (39.1675096 51.6986482)
459095604,51.6995225,39.1626168,3,,,,POINT (39.1626168 51.6995225)
459095606,51.6994746,39.161493,4,,,,POINT (39.161493 51.6994746)
459095607,51.6994234,39.1602915,4,,,,POINT (39.1602915 51.6994234)
459095609,51.6993739,39.1591301,4,,,,POINT (39.1591301 51.6993739)
459095610,51.6993239,39.1579569,4,,,,POINT (39.1579569 51.6993239)
459095611,51.6992149,39.1553829,3,,,,POINT (39.1553829 51.6992149)
459095613,51.6991566,39.1530768,4,,,,POINT (39.1530768 51.6991566)
459095614,51.69912,39.1518922,4,,,,POINT (39.1518922 51.69912)
459095616,51.6990633,39.1507522,4,,,,POINT (39.1507522 51.6990633)
459095617,51.699003,39.1495724,4,,,,POINT (39.1495724 51.699003)
459095618,51.6906038,39.1590901,3,,,,POINT (39.1590901 51.6906038)
459095621,51.6906572,39.1602416,3,,,,POINT (39.1602416 51.6906572)
459095622,51.6906802,39.1613386,3,,,,POINT (39.1613386 51.6906802)
459095632,51.6905176,39.1565047,4,,,,POINT (39.1565047 51.6905176)
459095634,51.6895617,39.154539,1,,,,POINT (39.154539 51.6895617)
459095636,51.6896592,39.1554089,3,,,,POINT (39.1554089 51.6896592)
459095637,51.6899465,39.1542082,3,,,,POINT (39.1542082 51.6899465)
459095640,51.6902982,39.1553239,4,,,,POINT (39.1553239 51.6902982)
459095641,51.6897172,39.1565088,3,,,,POINT (39.1565088 51.6897172)
459095644,51.6944678,39.1658599,3,,,,POINT (39.1658599 51.6944678)
459095650,51.6901673,39.164966,3,,,,POINT (39.164966 51.6901673)
459095652,51.689757,39.1578833,4,,,,POINT (39.1578833 51.689757)
459095653,51.6905459,39.1577838,4,,,,POINT (39.1577838 51.6905459)
459095656,51.6955659,39.1691105,3,,,,POINT (39.1691105 51.6955659)
459095658,51.6961634,39.181465,1,,,,POINT (39.181465 51.6961634)
459095659,51.6958182,39.1747352,4,,,,POINT (39.1747352 51.6958182)
459095660,51.6967373,39.1746263,4,,,,POINT (39.1746263 51.6967373)
459095662,51.6978178,39.1744841,3,,,,POINT (39.1744841 51.6978178)
459095663,51.696484,39.1689977,3,,,,POINT (39.1689977 51.696484)
459095665,51.6970347,39.1814268,1,,,,POINT (39.1814268 51.6970347)
459095668,51.694624,39.1692257,4,,,,POINT (39.1692257 51.694624)
459095669,51.6949117,39.1748953,4,,,,POINT (39.1748953 51.6949117)
459105131,51.7231438,39.14687,4,,,,POINT (39.14687 51.7231438)
459105132,51.7236515,39.1474131,3,,,,POINT (39.1474131 51.7236515)
459105133,51.724155,39.1477662,3,,,,POINT (39.1477662 51.724155)
459105136,51.7279074,39.1498161,4,,,,POINT (39.1498161 51.7279074)
459105138,51.7281892,39.1455055,3,,,,POINT (39.1455055 51.7281892)
459105145,51.7256359,39.1550278,4,,,,POINT (39.1550278 51.7256359)
459105153,51.7250058,39.1539592,3,,,,POINT (39.1539592 51.7250058)
459105154,51.7260944,39.1562546,4,,,,POINT (39.1562546 51.7260944)
459105156,51.7271085,39.157542,3,,,,POINT (39.157542 51.7271085)
459118737,51.6612909,39.2161018,3,,,,POINT (39.2161018 51.6612909)
459118755,51.6546316,39.1941478,3,,,,POINT (39.1941478 51.6546316)
459118776,51.6541439,39.2006934,3,,,,POINT (39.2006934 51.6541439)
459118780,51.6511379,39.1839085,3,,,,POINT (39.1839085 51.6511379)
459118782,51.6508228,39.1845995,3,,,,POINT (39.1845995 51.6508228)
459161709,51.6415249,39.2659429,3,traffic_signals,,,POINT (39.2659429 51.6415249)
459163841,51.6410644,39.2680222,3,,,,POINT (39.2680222 51.6410644)
459163861,51.6402769,39.2719274,3,,,,POINT (39.2719274 51.6402769)
459501600,51.6578451,39.1278145,3,,,,POINT (39.1278145 51.6578451)
459501602,51.6590588,39.1266729,3,,,,POINT (39.1266729 51.6590588)
459501603,51.660631,39.1251333,3,,,,POINT (39.1251333 51.660631)
459735162,51.7073736,39.1808516,3,,,,POINT (39.1808516 51.7073736)
459735222,51.7067287,39.1809269,3,,,,POINT (39.1809269 51.7067287)
460398148,51.7082947,39.1807513,3,,,,POINT (39.1807513 51.7082947)
460398149,51.7090637,39.1806722,3,,,,POINT (39.1806722 51.7090637)
460398153,51.7090714,39.1811549,3,,,,POINT (39.1811549 51.7090714)
460398552,51.7131442,39.185428,3,,,,POINT (39.185428 51.7131442)
460402853,51.69299,39.2086771,4,,,,POINT (39.2086771 51.69299)
460407799,51.7130175,39.1826867,3,,,,POINT (39.1826867 51.7130175)
460416544,51.6976559,39.2309962,3,,,,POINT (39.2309962 51.6976559)
460422852,51.7031196,39.2751515,3,traffic_signals,,,POINT (39.2751515 51.7031196)
460720540,51.7157218,39.0349138,3,,,,POINT (39.0349138 51.7157218)
460723592,51.7160798,39.0351195,3,,,,POINT (39.0351195 51.7160798)
460723797,51.7178345,39.034075,3,,,,POINT (39.034075 51.7178345)
460728500,51.7159634,39.0356146,3,,,,POINT (39.0356146 51.7159634)
460728575,51.7171733,39.0370813,3,,,,POINT (39.0370813 51.7171733)
460728630,51.7188593,39.0380564,3,,,,POINT (39.0380564 51.7188593)
460728652,51.7192905,39.0385096,3,,,,POINT (39.0385096 51.7192905)
460740694,51.719355,39.0366939,3,,,,POINT (39.0366939 51.719355)
460743862,51.7191372,39.0377524,3,,,,POINT (39.0377524 51.7191372)
460748249,51.7224317,39.0410715,3,,,,POINT (39.0410715 51.7224317)
460757217,51.7212308,39.0331564,4,,,,POINT (39.0331564 51.7212308)
460758368,51.7219146,39.0304757,3,,,,POINT (39.0304757 51.7219146)
460769484,51.7237957,39.0314753,3,,,,POINT (39.0314753 51.7237957)
460769503,51.7249584,39.0321079,3,,,,POINT (39.0321079 51.7249584)
460771938,51.7245171,39.0345919,3,,,,POINT (39.0345919 51.7245171)
460808969,51.7386313,39.0528168,3,,,,POINT (39.0528168 51.7386313)
460811378,51.7342098,39.0494996,3,,,,POINT (39.0494996 51.7342098)
460811498,51.731224,39.0461465,3,,,,POINT (39.0461465 51.731224)
460811567,51.7303463,39.0461388,3,,,,POINT (39.0461388 51.7303463)
460814466,51.7348246,39.0580836,3,,,,POINT (39.0580836 51.7348246)
460818965,51.7312222,39.0430284,3,,,,POINT (39.0430284 51.7312222)
460824363,51.7319091,39.057071,4,,,,POINT (39.057071 51.7319091)
460834095,51.7276509,39.0366928,3,,,,POINT (39.0366928 51.7276509)
460834566,51.7276849,39.041614,4,,,,POINT (39.041614 51.7276849)
460837146,51.7261361,39.0420839,3,,,,POINT (39.0420839 51.7261361)
460853124,51.7299793,39.053608,4,,,,POINT (39.053608 51.7299793)
460860370,51.7296498,39.0414731,3,,,,POINT (39.0414731 51.7296498)
460860421,51.7311115,39.042125,3,,,,POINT (39.042125 51.7311115)
461074686,51.6899243,39.2603489,3,,,,POINT (39.2603489 51.6899243)
461084559,51.6977527,39.272017,4,traffic_signals,,,POINT (39.272017 51.6977527)
461099301,51.7034564,39.2754382,3,,,,POINT (39.2754382 51.7034564)
461103242,51.7031002,39.2753249,4,traffic_signals,,,POINT (39.2753249 51.7031002)
461812708,51.6544902,39.087476,3,,,,POINT (39.087476 51.6544902)
461812709,51.6547923,39.0870726,3,,,,POINT (39.0870726 51.6547923)
461812711,51.6559503,39.0862664,3,,,,POINT (39.0862664 51.6559503)
461812712,51.6569449,39.0857023,3,,,,POINT (39.0857023 51.6569449)
461812799,51.6624424,39.0911351,3,crossing,,,POINT (39.0911351 51.6624424)
463771290,51.7006873,39.2304719,4,,,,POINT (39.2304719 51.7006873)
463771294,51.7040428,39.2294217,3,,,,POINT (39.2294217 51.7040428)
463773784,51.6947054,39.2293148,3,,,,POINT (39.2293148 51.6947054)
463784541,51.698185,39.2076335,1,,,,POINT (39.2076335 51.698185)
463926872,51.6877905,39.2144243,4,,,,POINT (39.2144243 51.6877905)
463926878,51.6875107,39.216957,3,,,,POINT (39.216957 51.6875107)
463926879,51.687312,39.2181656,4,traffic_signals,,,POINT (39.2181656 51.687312)
463926885,51.6872684,39.2182975,3,traffic_signals,,,POINT (39.2182975 51.6872684)
463926886,51.6882578,39.2103214,3,traffic_signals,,,POINT (39.2103214 51.6882578)
464302619,51.6926902,39.1276059,3,,,,POINT (39.1276059 51.6926902)
466246532,51.6328004,39.2653829,4,,,,POINT (39.2653829 51.6328004)
466246535,51.6291638,39.2777703,3,,,,POINT (39.2777703 51.6291638)
466246536,51.6323406,39.2677698,4,,,,POINT (39.2677698 51.6323406)
467019003,51.6335836,39.2729358,3,,,,POINT (39.2729358 51.6335836)
467019004,51.6309213,39.2859987,3,,,,POINT (39.2859987 51.6309213)
467019005,51.630307,39.285363,3,,,,POINT (39.285363 51.630307)
467019007,51.6313839,39.2758446,3,,,,POINT (39.2758446 51.6313839)
467019008,51.6328854,39.272584,3,,,,POINT (39.272584 51.6328854)
467019009,51.6327188,39.2625798,3,,,,POINT (39.2625798 51.6327188)
467019011,51.6333047,39.2629304,3,,,,POINT (39.2629304 51.6333047)
467019012,51.634316,39.2773099,3,,,,POINT (39.2773099 51.634316)
467019015,51.6319264,39.2621333,3,,,,POINT (39.2621333 51.6319264)
467019016,51.6308439,39.274271,3,,,,POINT (39.274271 51.6308439)
467019018,51.6307783,39.2772691,3,,,,POINT (39.2772691 51.6307783)
467019021,51.6311262,39.2618005,3,,,,POINT (39.2618005 51.6311262)
467019022,51.6317585,39.2674703,4,,,,POINT (39.2674703 51.6317585)
467019023,51.6272827,39.285134,3,,,,POINT (39.285134 51.6272827)
467019024,51.6311212,39.2646543,3,,,,POINT (39.2646543 51.6311212)
467019025,51.6329901,39.2680051,3,,,,POINT (39.2680051 51.6329901)
467019028,51.6315532,39.2717238,4,,,,POINT (39.2717238 51.6315532)
467019029,51.6309435,39.271696,4,,,,POINT (39.271696 51.6309435)
467019034,51.6334533,39.2656646,3,traffic_signals,,,POINT (39.2656646 51.6334533)
467019037,51.6318399,39.264917,4,,,,POINT (39.264917 51.6318399)
467019038,51.6311295,39.2671854,3,,,,POINT (39.2671854 51.6311295)
467019050,51.6286795,39.2775933,3,,,,POINT (39.2775933 51.6286795)
467019053,51.6310223,39.269615,3,,,,POINT (39.269615 51.6310223)
467019054,51.6325812,39.2700405,3,,,,POINT (39.2700405 51.6325812)
467019065,51.6294629,39.2713544,3,,,,POINT (39.2713544 51.6294629)
467019066,51.6316885,39.2696671,4,,,,POINT (39.2696671 51.6316885)
467019067,51.6319303,39.269723,4,,,,POINT (39.269723 51.6319303)
467019070,51.6321874,39.2719724,3,,,,POINT (39.2719724 51.6321874)
467019088,51.6328297,39.2766472,4,,,,POINT (39.2766472 51.6328297)
467019089,51.6314833,39.2795674,3,,,,POINT (39.2795674 51.6314833)
467019090,51.6321593,39.2798865,4,,,,POINT (39.2798865 51.6321593)
467019092,51.632223,39.2651073,4,,,,POINT (39.2651073 51.632223)
467019093,51.6321506,39.2762772,4,,,,POINT (39.2762772 51.6321506)
467328626,51.6331307,39.2317973,3,,,,POINT (39.2317973 51.6331307)
468073626,51.7236406,39.0664249,3,,,,POINT (39.0664249 51.7236406)
468104053,51.7694769,39.0575383,3,,,,POINT (39.0575383 51.7694769)
468104082,51.7685205,39.0573342,3,,,,POINT (39.0573342 51.7685205)
468105433,51.7689495,39.0660841,3,,,,POINT (39.0660841 51.7689495)
468109430,51.7669164,39.0575711,3,,,,POINT (39.0575711 51.7669164)
468109443,51.7682231,39.0569874,3,,,,POINT (39.0569874 51.7682231)
468120389,51.7657107,39.029682,3,,,,POINT (39.029682 51.7657107)
471130559,51.7513348,39.186389,3,,,,POINT (39.186389 51.7513348)
471130562,51.7515961,39.1859666,3,,,,POINT (39.1859666 51.7515961)
471207831,51.6738485,39.1853607,4,traffic_signals,,,POINT (39.1853607 51.6738485)
471207855,51.6738898,39.1855349,4,traffic_signals,,,POINT (39.1855349 51.6738898)
471207873,51.6738404,39.1860075,3,,,,POINT (39.1860075 51.6738404)
471207878,51.6740719,39.1864312,3,,,,POINT (39.1864312 51.6740719)
471207910,51.6739803,39.1859823,4,,,,POINT (39.1859823 51.6739803)
471217598,51.6599252,39.1965458,3,traffic_signals,,,POINT (39.1965458 51.6599252)
471218997,51.6554565,39.1373472,3,,,,POINT (39.1373472 51.6554565)
471219440,51.6568602,39.1345624,3,,,,POINT (39.1345624 51.6568602)
471219476,51.6554837,39.1341314,3,,,,POINT (39.1341314 51.6554837)
471219856,51.6620644,39.1293375,3,,,,POINT (39.1293375 51.6620644)
471220061,51.6620557,39.1300979,3,,,,POINT (39.1300979 51.6620557)
471222380,51.6705046,39.1610593,3,traffic_signals,,,POINT (39.1610593 51.6705046)
471572343,51.6321136,39.2836462,3,,,,POINT (39.2836462 51.6321136)
471572345,51.6315159,39.28315,4,,,,POINT (39.28315 51.6315159)
471572346,51.6308367,39.2827557,4,,,,POINT (39.2827557 51.6308367)
471572349,51.6300182,39.2825555,3,,,,POINT (39.2825555 51.6300182)
471581335,51.634498,39.2607304,1,,,,POINT (39.2607304 51.634498)
473144187,51.7684983,39.1806285,3,,,,POINT (39.1806285 51.7684983)
476020907,51.764438,39.3059812,3,,,,POINT (39.3059812 51.764438)
477280800,51.7124803,39.1443479,3,,,,POINT (39.1443479 51.7124803)
477281049,51.7123938,39.1442451,3,,,,POINT (39.1442451 51.7123938)
477363066,51.7226975,39.1670242,1,,,,POINT (39.1670242 51.7226975)
482849607,51.6839519,39.0385547,1,,,,POINT (39.0385547 51.6839519)
482850282,51.6822227,39.0669944,3,,,,POINT (39.0669944 51.6822227)
482855682,51.6834645,39.0642947,3,,,,POINT (39.0642947 51.6834645)
484684771,51.6173822,39.2569571,1,,level_crossing,,POINT (39.2569571 51.6173822)
486299502,51.7300165,39.1376128,3,,,,POINT (39.1376128 51.7300165)
486299521,51.7324568,39.1388093,3,,,,POINT (39.1388093 51.7324568)
486303015,51.7322143,39.1411664,3,,,,POINT (39.1411664 51.7322143)
486303028,51.7326032,39.1460758,3,,,,POINT (39.1460758 51.7326032)
486303040,51.7336303,39.1548161,3,,,,POINT (39.1548161 51.7336303)
486303049,51.7334438,39.156004,3,,,,POINT (39.156004 51.7334438)
486303051,51.7335316,39.1569456,3,,,,POINT (39.1569456 51.7335316)
486303057,51.7341227,39.1577505,4,,,,POINT (39.1577505 51.7341227)
486303066,51.7359742,39.158292,4,,,,POINT (39.158292 51.7359742)
486303083,51.7390147,39.1619863,3,,,,POINT (39.1619863 51.7390147)
486303084,51.7393004,39.1629024,3,,,,POINT (39.1629024 51.7393004)
486303088,51.7399113,39.164832,3,,,,POINT (39.164832 51.7399113)
486303090,51.7404807,39.1666584,3,,,,POINT (39.1666584 51.7404807)
486303103,51.7412672,39.1703645,3,,,,POINT (39.1703645 51.7412672)
486303105,51.7419134,39.1721823,3,,,,POINT (39.1721823 51.7419134)
486337036,51.7295069,39.1510212,4,,,,POINT (39.1510212 51.7295069)
486339677,51.7305096,39.1518547,3,,,,POINT (39.1518547 51.7305096)
486339695,51.7314758,39.1530184,4,,,,POINT (39.1530184 51.7314758)
491536460,51.712723,39.1721447,3,,,,POINT (39.1721447 51.712723)
491536475,51.7125844,39.1676718,4,,,,POINT (39.1676718 51.7125844)
491536477,51.7124155,39.1640525,2,,,,POINT (39.1640525 51.7124155)
491536494,51.7124362,39.167691,3,,,,POINT (39.167691 51.7124362)
493623313,51.6311827,39.1903042,3,,,,POINT (39.1903042 51.6311827)
493628325,51.629668,39.1923228,3,,,,POINT (39.1923228 51.629668)
493628345,51.6270072,39.1885316,3,,,,POINT (39.1885316 51.6270072)
493628350,51.6275598,39.18929,3,,,,POINT (39.18929 51.6275598)
493628356,51.6280699,39.1900098,4,,,,POINT (39.1900098 51.6280699)
493632717,51.6466939,39.1842108,3,,,,POINT (39.1842108 51.6466939)
493960185,51.643123,39.182027,3,,,,POINT (39.182027 51.643123)
493960192,51.6418628,39.1852429,3,,,,POINT (39.1852429 51.6418628)
495440222,51.5719547,39.1380736,4,,,,POINT (39.1380736 51.5719547)
495440225,51.5602976,39.1110419,3,,,,POINT (39.1110419 51.5602976)
495451929,51.530348,39.0337702,3,,,,POINT (39.0337702 51.530348)
